RA	Dec	JP11	LID	n_LID	U	B	V	R	I	J	K	L	M	N	H	ref	_RA	_DE
064.9904342	+14.0352011	  4800	 5.20250030	 	      	      	      	      	      	 5.040	 4.900	 4.780	      	      	 4.950	8060	064.99043	+14.03520
065.0540303	+19.2334797	  4803	 5.20250031	 	 8.110	 8.030	 7.460	 6.960	 6.660	      	      	      	      	      	      	8039	065.05403	+19.23348
065.1046228	+18.7426083	  4804	 5.20250032	 	 6.510	 6.480	 6.110	 5.740	 5.540	      	      	      	      	      	      	8029	065.10462	+18.74261
065.1046228	+18.7426083	  4804	 5.20250032	 	      	      	      	      	      	 5.290	 5.150	 5.080	      	      	 5.160	8043	065.10462	+18.74261
065.1046228	+18.7426083	  4804	 5.20250032	 	      	      	      	      	      	 5.340	 5.160	 5.070	      	      	 5.170	8060	065.10462	+18.74261
065.1512939	+15.0954533	  4807	 5.20250033	 	 5.580	 5.480	 5.260	 5.030	 4.910	      	      	      	      	      	      	8029	065.15129	+15.09545
065.1512939	+15.0954533	  4807	 5.20250033	 	      	      	      	      	      	 4.950	 4.820	 4.830	      	      	 4.850	8043	065.15129	+15.09545
065.1512939	+15.0954533	  4807	 5.20250033	 	      	      	      	      	      	 4.860	 4.720	 4.720	      	      	 4.760	8060	065.15129	+15.09545
065.2196694	+13.8644269	  4810	 5.20250034	 	 6.650	 6.630	 6.170	 5.750	 5.500	      	      	      	      	      	      	8029	065.21967	+13.86443
065.2196694	+13.8644269	  4810	 5.20250034	 	      	      	      	      	      	 5.370	 5.140	      	      	      	 5.170	8043	065.21967	+13.86443
065.2196694	+13.8644269	  4810	 5.20250034	 	      	      	      	      	      	 5.380	 5.130	 5.120	      	      	 5.180	8060	065.21967	+13.86443
065.3818719	+21.0398769	  4813	 5.20250035	 	 7.230	 7.240	 6.800	 6.380	 6.140	      	      	      	      	      	      	8039	065.38187	+21.03988
065.3844525	+18.4175825	  4814	 5.20250036	 	 7.250	 7.250	 6.810	 6.420	 6.170	      	      	      	      	      	      	8039	065.38445	+18.41758
065.3949811	+14.4097892	  4815	 5.20250037	 	 7.020	 7.020	 6.610	 6.230	 6.000	      	      	      	      	      	      	8039	065.39498	+14.40979
065.5146592	+14.0771986	  4816	 5.20250038	 	 6.140	 6.040	 5.720	 5.410	 5.240	      	      	      	      	      	      	8029	065.51466	+14.07720
065.6865839	+16.7910403	  4817	 5.20250039	 	 8.770	 8.550	 7.870	 7.310	 6.940	      	      	      	      	      	      	8039	065.68658	+16.79104
065.6840472	+15.0560914	  4818	 5.20250040	 	 7.650	 7.560	 7.000	 6.520	 6.190	      	      	      	      	      	      	8039	065.68405	+15.05609
065.7337222	+17.5425142	  4819	 5.20250041	 	      	      	      	      	      	      	      	      	      	 0.320	      	8004	065.73372	+17.54251
065.7337222	+17.5425142	  4819	 5.20250041	 	 5.570	 4.750	 3.760	 3.030	 2.560	 2.230	 1.640	 1.550	      	      	      	8029	065.73372	+17.54251
065.7337222	+17.5425142	  4819	 5.20250041	 	      	      	      	      	      	 2.190	 1.620	 1.430	      	      	 1.750	8060	065.73372	+17.54251
065.8430431	+21.3790953	  4822	 5.20250042	 	 9.960	 9.610	 8.850	 8.230	 7.840	      	      	      	      	      	      	8039	065.84304	+21.37910
065.8452081	+19.6586758	  4823	 5.20250043	 	      	10.310	 9.400	 8.640	 8.140	      	      	      	      	      	      	8039	065.84521	+19.65868
065.8452081	+19.6586758	  4823	 5.20250043	 	10.920	10.310	 9.400	 8.660	 8.140	 7.630	 7.140	 7.000	      	      	 7.250	8043	065.84521	+19.65868
065.8452081	+19.6586758	  4823	 5.20250043	 	      	      	      	      	      	 7.710	 7.110	 7.000	      	      	 7.260	8060	065.84521	+19.65868
065.8766689	+24.4054022	  4826	 5.20250044	 	 7.660	 7.630	 7.180	 6.760	 6.510	      	      	      	      	      	      	8039	065.87667	+24.40540
065.8544267	+16.7772597	  4827	 5.20250045	 	 6.070	 5.940	 5.640	 5.370	 5.210	      	      	      	      	      	      	8029	065.85443	+16.77726
065.8847175	+14.6704775	  4828	 5.20250046	 	10.520	 9.980	 9.120	 8.430	 7.990	      	      	      	      	      	      	8039	065.88472	+14.67048
066.0240042	+17.4441303	  4829	 5.20250047	 	 5.080	 4.950	 4.800	 4.640	 4.570	      	      	      	      	      	      	8029	066.02400	+17.44413
066.0607289	+21.7362436	  4830	 5.20250048	 	 7.700	 7.660	 7.140	 6.680	 6.400	      	      	      	      	      	      	8039	066.06073	+21.73624
066.0532583	+16.3789278	  4831	 5.20250049	 	 8.950	 8.830	 8.240	 7.730	 7.420	      	      	      	      	      	      	8039	066.05326	+16.37893
066.0519031	+14.7582069	  4832	 5.20250050	 	      	 8.210	 7.610	 7.080	 6.720	      	      	      	      	      	      	8039	066.05190	+14.75821
066.0519031	+14.7582069	  4832	 5.20250050	 	 8.340	 8.220	 7.620	 7.100	 6.730	 6.580	 6.230	 6.050	      	      	 6.270	8043	066.05190	+14.75821
066.0519031	+14.7582069	  4832	 5.20250050	 	      	      	      	      	      	 6.510	 6.110	 6.100	      	      	 6.220	8060	066.05190	+14.75821
066.0928031	+17.0789514	  4835	 5.20250051	 	 7.410	 7.410	 6.970	 6.550	 6.290	      	      	      	      	      	      	8039	066.09280	+17.07895
066.1180206	+16.8861658	  4836	 5.20250052	 	 8.530	 8.400	 7.800	 7.270	 6.940	      	      	      	      	      	      	8039	066.11802	+16.88617
066.1180206	+16.8861658	  4836	 5.20250052	 	 8.530	 8.400	 7.800	 7.280	 6.940	 6.600	 6.360	 6.280	      	      	 6.430	8043	066.11802	+16.88617
066.1180206	+16.8861658	  4836	 5.20250052	 	      	      	      	      	      	 6.670	 6.370	 6.340	      	      	 6.470	8060	066.11802	+16.88617
066.2380333	+19.0420133	  4839	 5.20250053	 	 6.380	 6.340	 5.970	 5.590	 5.370	      	      	      	      	      	      	8029	066.23803	+19.04201
066.3423556	+22.2938736	  4840	 5.20250054	 	 4.490	 4.350	 4.220	 4.060	 4.010	      	      	      	      	      	      	8029	066.34236	+22.29387
066.3423556	+22.2938736	  4840	 5.20250054	 	 4.480	 4.360	 4.220	 4.060	 4.010	 3.840	 3.860	 3.840	      	      	 3.830	8043	066.34236	+22.29387
066.3423556	+22.2938736	  4840	 5.20250054	 	      	      	      	      	      	 3.930	 3.900	 3.940	      	      	 3.890	8060	066.34236	+22.29387
066.3542314	+22.1999981	  4843	 5.20250055	 	 5.620	 5.530	 5.280	 5.020	 4.880	      	      	      	      	      	      	8029	066.35423	+22.20000
066.3724325	+17.9279103	  4844	 5.20250056	 	 4.400	 4.320	 4.280	 4.190	 4.180	      	      	      	      	      	      	8029	066.37243	+17.92791
066.4054878	+15.9410100	  4845	 5.20250057	 	 6.970	 6.950	 6.460	 6.010	 5.760	      	      	      	      	      	      	8029	066.40549	+15.94101
066.4655317	+18.8640631	  4846	 5.20250058	 	 8.450	 8.210	 7.530	 6.960	 6.600	      	      	      	      	      	      	8039	066.46553	+18.86406
066.5244167	+15.5243333	  4847	 5.20250059	 	 8.110	 8.030	 7.490	 7.010	 6.720	      	      	      	      	      	      	8039	066.52442	+15.52433
066.5769314	+22.8135825	  4848	 5.20250060	 	 4.690	 4.540	 4.280	 4.010	 3.870	      	      	      	      	      	      	8029	066.57693	+22.81358
066.4889117	+05.1501447	  4849	 5.20250061	 	 7.910	 7.890	 7.380	 6.910	 6.640	      	      	      	      	      	      	8039	066.48891	+05.15014
066.5770822	+21.4704344	  4850	 5.20250062	 	 8.000	 7.920	 7.380	 6.920	 6.710	      	      	      	      	      	      	8039	066.57708	+21.47043
066.6025333	+16.8533222	  4851	 5.20250063	 	 8.860	 8.690	 8.050	 7.510	 7.160	      	      	      	      	      	      	8039	066.60253	+16.85332
066.6671714	+16.7468986	  4852	 5.20250064	 	 8.980	 8.780	 8.120	 7.560	 7.230	      	      	      	      	      	      	8039	066.66717	+16.74690
066.8995425	+15.5891881	  4853	 5.20250065	 	 8.020	 7.960	 7.420	 6.950	 6.670	      	      	      	      	      	      	8039	066.89954	+15.58919
066.8995425	+15.5891881	  4853	 5.20250065	 	      	      	      	      	      	 6.370	 6.160	 6.200	      	      	 6.180	8043	066.89954	+15.58919
066.8995425	+15.5891881	  4853	 5.20250065	 	      	      	      	      	      	 6.520	 6.190	 6.170	      	      	 6.250	8060	066.89954	+15.58919
066.9419781	+11.7364200	  4856	 5.20250066	 	 8.110	 8.060	 7.510	 7.020	 6.730	      	      	      	      	      	      	8039	066.94198	+11.73642
067.0032650	+21.6199069	  4857	 5.20250067	 	 6.090	 5.990	 5.720	 5.470	 5.330	      	      	      	      	      	      	8029	067.00326	+21.61991
067.0975122	+14.7409742	  4858	 5.20250068	 	 6.280	 6.220	 5.900	 5.590	 5.400	      	      	      	      	      	      	8029	067.09751	+14.74097
067.1550606	+19.7406853	  4859	 5.20250069	 	 9.690	 9.350	 8.600	 8.020	 7.650	      	      	      	      	      	      	8039	067.15506	+19.74069
067.1550606	+19.7406853	  4859	 5.20250069	 	 9.720	 9.390	 8.640	 8.060	 7.690	 7.480	 7.040	 7.110	      	      	 7.080	8043	067.15506	+19.74069
067.1550606	+19.7406853	  4859	 5.20250069	 	      	      	      	      	      	 7.490	 7.060	 6.960	      	      	 7.080	8060	067.15506	+19.74069
067.1541647	+19.1804317	  4862	 5.20250070	 	 5.420	 4.550	 3.540	 2.810	 2.310	 1.940	 1.330	      	      	      	      	8029	067.15416	+19.18043
067.1541647	+19.1804317	  4862	 5.20250070	 	      	      	      	      	      	 1.930	 1.380	 1.210	      	      	 1.460	8060	067.15416	+19.18043
067.1437331	+15.9621808	  4864	 5.20250071	 	 5.500	 4.780	 3.830	 3.120	 2.650	 2.290	 1.730	      	      	      	      	8029	067.14373	+15.96218
067.1437331	+15.9621808	  4864	 5.20250071	 	      	      	      	      	      	 2.290	 1.720	 1.650	      	      	 1.800	8060	067.14373	+15.96218
067.1655867	+15.8708828	  4866	 5.20250072	 	 3.690	 3.570	 3.390	 3.210	 3.120	 3.070	 2.920	      	      	      	      	8029	067.16559	+15.87088
067.1655867	+15.8708828	  4866	 5.20250072	 	      	      	      	      	      	 3.080	 2.960	 2.930	      	      	 2.990	8043	067.16559	+15.87088
067.1655867	+15.8708828	  4866	 5.20250072	 	      	      	      	      	      	 3.150	 2.960	 2.950	      	      	 3.030	8060	067.16559	+15.87088
067.2012350	+17.2854642	  4869	 5.20250073	 	 8.590	 8.460	 7.850	 7.350	 7.060	      	      	      	      	      	      	8039	067.20123	+17.28546
067.2090172	+13.0476025	  4870	 5.20250074	 	 5.380	 5.260	 5.030	 4.830	 4.750	      	      	      	      	      	      	8029	067.20902	+13.04760
067.2490506	+16.1590919	  4871	 5.20250075	 	 7.180	 7.120	 6.590	 6.120	 5.830	      	      	      	      	      	      	8039	067.24905	+16.15909
067.3781883	+26.6715464	  4872	 5.20250076	 	10.400	10.000	 9.240	 8.630	 8.250	      	      	      	      	      	      	8039	067.37819	+26.67155
067.3356378	+17.5449350	  4873	 5.20250077	 	 7.570	 7.530	 7.030	 6.570	 6.290	      	      	      	      	      	      	8039	067.33564	+17.54493
067.3764606	+17.8631633	  4874	 5.20250078	 	 7.360	 7.360	 6.910	 6.500	 6.250	      	      	      	      	      	      	8039	067.37646	+17.86316
067.3764606	+17.8631633	  4874	 5.20250078	 	 7.370	 7.370	 6.920	 6.510	 6.260	 6.170	 5.820	      	      	      	 5.870	8043	067.37646	+17.86316
067.3764606	+17.8631633	  4874	 5.20250078	 	      	      	      	      	      	 6.060	 5.770	 5.770	      	      	 5.830	8060	067.37646	+17.86316
067.3817083	+17.8931944	  4877	 5.20250079	 	10.270	 9.780	 8.950	 8.300	 7.890	      	      	      	      	      	      	8039	067.38171	+17.89319
067.3817083	+17.8931944	  4877	 5.20250079	 	10.280	 9.790	 8.960	 8.310	 7.900	 7.560	 7.080	 6.940	      	      	 7.170	8043	067.38171	+17.89319
067.3817083	+17.8931944	  4877	 5.20250079	 	      	      	      	      	      	 7.520	 7.010	 6.940	      	      	 7.140	8060	067.38171	+17.89319
067.5358250	+15.6378406	  4880	 5.20250080	 	 6.000	 5.900	 5.580	 5.260	 5.070	      	      	      	      	      	      	8029	067.53582	+15.63784
067.5748817	+19.8405758	  4881	 5.20250081	 	 7.580	 7.570	 7.100	 6.660	 6.390	      	      	      	      	      	      	8039	067.57488	+19.84058
067.6401372	+16.1940144	  4882	 5.20250082	 	 5.080	 4.950	 4.780	 4.610	 4.540	      	      	      	      	      	      	8029	067.64014	+16.19401
067.6620408	+15.6918792	  4883	 5.20250083	 	 5.840	 5.740	 5.480	 5.240	 5.120	      	      	      	      	      	      	8029	067.66204	+15.69188
067.6556814	+13.7244022	  4884	 5.20250084	 	 5.770	 5.670	 5.410	 5.150	 5.010	      	      	      	      	      	      	8029	067.65568	+13.72440
067.6949842	+16.1486961	  4885	 5.20250085	 	 6.950	 6.940	 6.510	 6.100	 5.860	      	      	      	      	      	      	8039	067.69498	+16.14870
067.7382178	+10.7517681	  4886	 5.20250086	 	 7.510	 7.510	 7.040	 6.610	 6.360	      	      	      	      	      	      	8039	067.73822	+10.75177
067.8153831	+20.1331642	  4887	 5.20250087	 	 9.690	 9.340	 8.600	 8.000	 7.640	      	      	      	      	      	      	8039	067.81538	+20.13316
067.8722814	+13.9034686	  4888	 5.20250088	 	 8.370	 8.310	 7.770	 7.300	 7.010	      	      	      	      	      	      	8039	067.87228	+13.90347
067.9656597	+15.8515600	  4889	 5.20250089	 	 6.390	 6.360	 6.020	 5.690	 5.490	      	      	      	      	      	      	8029	067.96566	+15.85156
068.0200381	+05.4100350	  4890	 5.20250090	 	 6.810	 6.810	 6.400	 6.020	 5.770	      	      	      	      	      	      	8029	068.02004	+05.41003
068.2087958	+16.0058111	  4891	 5.20250091	 	10.370	 9.820	 8.940	 8.220	 7.740	      	      	      	      	      	      	8039	068.20880	+16.00581
068.2477000	+15.8189694	  4892	 5.20250092	 	 9.730	 9.390	 8.640	 8.050	 7.680	      	      	      	      	      	      	8039	068.24770	+15.81897
068.4081833	+16.7624944	  4893	 5.20250093	 	10.900	10.280	 9.400	 8.700	 8.260	      	      	      	      	      	      	8039	068.40818	+16.76249
068.4443392	+13.2518833	  4894	 5.20250094	 	 7.040	 7.050	 6.620	 6.230	 6.000	      	      	      	      	      	      	8039	068.44434	+13.25188
068.4621572	+14.8444244	  4895	 5.20250095	 	 4.980	 4.900	 4.650	 4.410	 4.290	      	      	      	      	      	      	8029	068.46216	+14.84442
068.4939089	+15.1636214	  4896	 5.20250096	 	 9.830	 9.340	 8.500	 7.830	 7.390	      	      	      	      	      	      	8039	068.49391	+15.16362
068.6471239	+15.5046197	  4897	 5.20250097	 	 8.690	 8.540	 7.900	 7.390	 7.080	      	      	      	      	      	      	8039	068.64712	+15.50462
068.7248958	+28.0643756	  4898	 5.20250098	 	 9.670	 9.680	 9.230	 8.830	 8.570	      	      	      	      	      	      	8039	068.72490	+28.06438
069.0219292	+15.6840056	  4899	 5.20250099	 	10.840	10.240	 9.380	 8.700	 8.270	      	      	      	      	      	      	8039	069.02193	+15.68401
069.1214064	+23.3408547	  4900	 5.20250100	 	 6.420	 6.400	 6.020	 5.650	 5.440	      	      	      	      	      	      	8029	069.12141	+23.34085
069.1696742	+15.8693286	  4901	 5.20250101	 	 7.100	 7.090	 6.650	 6.270	 6.010	      	      	      	      	      	      	8039	069.16967	+15.86933
069.3832575	+15.1464542	  4902	 5.20250102	 	 8.270	 8.160	 7.540	 7.030	 6.700	      	      	      	      	      	      	8039	069.38326	+15.14645
069.5393542	+16.0332906	  4903	 5.20250103	 	 6.160	 6.100	 5.790	 5.480	 5.320	      	      	      	      	      	      	8029	069.53935	+16.03329
069.5394272	+12.5108381	  4904	 5.20250104	 	 4.520	 4.390	 4.270	 4.130	 4.080	      	      	      	      	      	      	8029	069.53943	+12.51084
069.7137142	+23.1499708	  4905	 5.20250105	 	 8.210	 8.110	 7.530	 7.050	 6.750	      	      	      	      	      	      	8039	069.71371	+23.14997
069.7388106	+14.1055794	  4906	 5.20250106	 	 8.840	 8.630	 7.960	 7.450	 7.120	      	      	      	      	      	      	8039	069.73881	+14.10558
069.7756542	+07.8709764	  4907	 5.20250107	 	 5.760	 5.640	 5.390	 5.160	 5.040	      	      	      	      	      	      	8029	069.77565	+07.87098
069.8187581	+15.9179767	  4908	 5.20250108	 	 4.980	 4.840	 4.700	 4.520	 4.450	      	      	      	      	      	      	8029	069.81876	+15.91798
070.0243447	+23.3045475	  4909	 5.20250109	 	10.650	10.200	 9.390	 8.750	 8.350	      	      	      	      	      	      	8039	070.02434	+23.30455
070.2044517	+23.8096247	  4910	 5.20250110	 	 9.790	 9.540	 8.860	 8.310	 7.940	      	      	      	      	      	      	8039	070.20445	+23.80962
071.1076181	+11.1461367	  4911	 5.20250111	 	 5.730	 5.650	 5.400	 5.150	 5.020	      	      	      	      	      	      	8029	071.10762	+11.14614
071.5072542	+11.7055911	  4912	 5.20250112	 	 5.680	 5.560	 5.370	 5.190	 5.110	      	      	      	      	      	      	8029	071.50725	+11.70559
071.6899017	+09.0174206	  4913	 5.20250113	 	 7.900	 7.820	 7.260	 6.780	 6.470	      	      	      	      	      	      	8039	071.68990	+09.01742
071.9065406	+18.2587208	  4914	 5.20250114	 	 9.560	 9.250	 8.530	 7.950	 7.580	      	      	      	      	      	      	8039	071.90654	+18.25872
072.1755181	+21.1009869	  4915	 5.20250115	 	10.420	 9.890	 9.050	 8.380	 7.940	      	      	      	      	      	      	8039	072.17552	+21.10099
072.2646717	+18.6412386	  4916	 5.20250116	 	10.300	 9.790	 8.970	 8.290	 7.880	      	      	      	      	      	      	8039	072.26467	+18.64124
072.3041094	+24.8028422	  4917	 5.20250117	 	11.630	10.710	 9.640	 8.730	 8.150	      	      	      	      	      	      	8039	072.30411	+24.80284
072.3838558	+15.8887478	  4918	 5.20250118	 	 8.430	 8.320	 7.740	 7.260	 6.960	      	      	      	      	      	      	8039	072.38386	+15.88875
072.5997114	+17.2026656	  4919	 5.20250119	 	 7.740	 7.670	 7.110	 6.620	 6.310	      	      	      	      	      	      	8039	072.59971	+17.20267
072.6409039	+15.0834536	  4920	 5.20250120	 	 8.790	 8.470	 7.730	 7.160	 6.800	      	      	      	      	      	      	8039	072.64090	+15.08345
072.7022675	+16.2104547	  4921	 5.20250121	 	 7.820	 7.790	 7.290	 6.850	 6.580	      	      	      	      	      	      	8039	072.70227	+16.21045
072.8022225	+11.0680258	  4922	 5.20250122	 	 7.370	 7.320	 6.770	 6.310	 6.010	      	      	      	      	      	      	8039	072.80222	+11.06803
072.8435933	+18.8398611	  4923	 5.20250123	 	 5.440	 5.320	 5.110	 4.890	 4.770	      	      	      	      	      	      	8029	072.84359	+18.83986
072.9582847	+13.6551553	  4924	 5.20250124	 	 6.850	 6.790	 6.290	 5.840	 5.550	      	      	      	      	      	      	8039	072.95828	+13.65516
073.4113547	+23.0202733	  4925	 5.20250125	 	 9.760	 9.800	 9.310	 8.840	 8.570	      	      	      	      	      	      	8039	073.41135	+23.02027
073.7431742	+19.4853881	  4926	 5.20250126	 	 6.730	 6.660	 6.370	 6.090	 5.930	      	      	      	      	      	      	8029	073.74317	+19.48539
074.4562672	+14.0021858	  4927	 5.20250127	 	 9.980	 9.630	 8.890	 8.310	 7.960	      	      	      	      	      	      	8039	074.45627	+14.00219
074.9346800	+15.9167342	  4928	 5.20250128	 	 7.200	 7.210	 6.760	 6.380	 6.120	      	      	      	      	      	      	8039	074.93468	+15.91673
075.7739472	+21.5899625	  4929	 5.20250129	 	 4.940	 4.800	 4.640	 4.480	 4.390	      	      	      	      	      	      	8029	075.77395	+21.58996
077.3318414	+09.8295786	  4930	 5.20250130	 	 5.820	 5.670	 5.430	 5.230	 5.110	      	      	      	      	      	      	8029	077.33184	+09.82958
077.3318414	+09.8295786	  4930	 5.20250130	 	 5.850	 5.670	 5.410	 5.230	 5.110	      	      	      	      	      	      	8121	077.33184	+09.82958
077.4378847	+28.0304611	  4932	 5.20250131	 	 6.320	 6.280	 6.010	 5.760	 5.620	      	      	      	      	      	      	8029	077.43788	+28.03046
077.4378847	+28.0304611	  4932	 5.20250131	 	 6.310	 6.260	 5.940	 5.690	 5.550	      	      	      	      	      	      	8039	077.43788	+28.03046
077.4378847	+28.0304611	  4932	 5.20250131	 	 6.380	 6.240	 6.000	 5.730	 5.650	      	      	      	      	      	      	8131	077.43788	+28.03046
055.9764208	+03.4463528	  4935	 5.20250135	 	10.480	 9.860	 8.990	 8.300	 7.830	      	      	      	      	      	      	8039	055.97642	+03.44635
057.0933031	+08.5803792	  4936	 5.20250136	 	 9.500	 8.550	 7.440	 6.610	 5.970	      	      	      	      	      	      	8039	057.09330	+08.58038
060.2031892	+18.1940000	  4937	 5.20250137	 	 6.260	 6.210	 5.890	 5.570	 5.400	      	      	      	      	      	      	8029	060.20319	+18.19400
062.9085439	+29.8301739	  4938	 5.20250138	 	 9.650	 9.150	 8.290	 7.570	 7.100	      	      	      	      	      	      	8039	062.90854	+29.83017
066.1801072	+04.6999458	  4939	 5.20250140	 	10.040	 9.700	 8.930	 8.280	 7.820	      	      	      	      	      	      	8039	066.18011	+04.69995
066.5864217	+15.6182653	  4940	 5.20250141	 	 4.890	 4.750	 4.500	 4.230	 4.080	      	      	      	      	      	      	8029	066.58642	+15.61827
071.6266217	+15.4720503	  4941	 5.20250142	 	 9.190	 8.980	 8.310	 7.760	 7.410	      	      	      	      	      	      	8039	071.62662	+15.47205
072.8467333	+15.4334669	  4942	 5.20250143	 	 8.480	 8.420	 7.890	 7.430	 7.160	      	      	      	      	      	      	8039	072.84673	+15.43347
073.5127114	+17.0268253	  4943	 5.20250146	 	 7.830	 7.770	 7.240	 6.770	 6.490	      	      	      	      	      	      	8039	073.51271	+17.02683
074.4200989	+27.3757428	  4944	 5.20250148	 	 9.670	 9.590	 8.960	 8.410	 8.010	      	      	      	      	      	      	8039	074.42010	+27.37574
074.3478250	+00.9920075	  4945	 5.20250149	 	 9.210	 9.120	 8.500	 7.980	 7.640	      	      	      	      	      	      	8039	074.34782	+00.99201
076.0225961	+17.1248750	  4946	 5.20250150	 	10.440	 9.820	 8.780	 7.910	 7.270	      	      	      	      	      	      	8039	076.02260	+17.12487
044.4444731	+29.6614611	  4947	 5.20250153	 	10.330	 9.760	 8.920	 8.240	 7.800	      	      	      	      	      	      	8039	044.44447	+29.66146
044.5217564	+20.6687333	  4948	 5.20250154	 	 6.220	 6.210	 5.800	 5.420	 5.220	      	      	      	      	      	      	8029	044.52176	+20.66873
033.9418756	+25.7829375	  4949	 5.20250157	 	 6.270	 6.230	 5.790	 5.390	 5.180	      	      	      	      	      	      	8029	033.94188	+25.78294
049.0130242	+11.6284481	  4950	 5.20250158	 	 8.780	 8.650	 8.040	 7.530	 7.200	      	      	      	      	      	      	8039	049.01302	+11.62845
054.3445372	+18.5968847	  4951	 5.20250159	 	 9.280	 9.290	 8.770	 8.320	 7.990	      	      	      	      	      	      	8039	054.34454	+18.59688
060.9858511	+08.1972694	  4952	 5.20250160	 	 5.820	 5.820	 5.460	 5.090	 4.880	      	      	      	      	      	      	8029	060.98585	+08.19727
063.9268244	+20.8197942	  4953	 5.20250162	 	 8.810	 8.540	 7.830	 7.250	 6.910	      	      	      	      	      	      	8039	063.92682	+20.81979
070.3951878	-00.7439653	  4954	 5.20250163	 	 8.400	 8.370	 7.980	 7.640	 7.400	      	      	      	      	      	      	8039	070.39519	-00.74397
071.5701200	+18.7346928	  4955	 5.20250164	 	 8.540	 7.220	 6.010	 5.130	 4.500	      	      	      	      	      	      	8029	071.57012	+18.73469
072.4501206	+23.3957581	  4956	 5.20250165	 	 9.340	 9.150	 8.520	 8.010	 7.680	      	      	      	      	      	      	8039	072.45012	+23.39576
080.7057289	+28.7467750	  4957	 5.20250167	 	 9.490	 9.470	 9.270	 9.020	 8.860	      	      	      	      	      	      	8039	080.70573	+28.74677
084.2655658	+17.0403244	  4958	 5.20250168	 	 5.860	 5.760	 5.540	 5.330	 5.210	      	      	      	      	      	      	8029	084.26557	+17.04032
084.2655658	+17.0403244	  4958	 5.20250168	 	 5.760	 5.660	 5.440	 5.230	 5.110	      	      	      	      	      	      	8039	084.26557	+17.04032
090.5958283	+09.6472767	  4960	 5.20250169	 	 4.440	 4.310	 4.100	 3.920	 3.810	      	      	      	      	      	      	8041	090.59583	+09.64728
090.5958283	+09.6472767	  4960	 5.20250169	 	 4.430	 4.310	 4.110	 3.940	 3.840	      	      	      	      	      	      	8121	090.59583	+09.64728
090.5958283	+09.6472767	  4960	 5.20250169	D	 4.400	 4.290	 4.130	 3.940	 3.860	      	      	      	      	      	      	8029	090.59583	+09.64728
090.5958283	+09.6472767	  4960	 5.20250169	D	 4.400	 4.320	 4.130	 3.970	 3.860	      	      	      	      	      	      	8131	090.59583	+09.64728
065.8553392	+15.7631128	  4964	 5.20250173	 	12.910	11.730	10.490	 9.440	 8.740	      	      	      	      	      	      	8039	065.85534	+15.76311
066.0705833	+18.0029167	  4965	 5.20250174	 	12.020	11.070	10.000	 9.140	 8.590	      	      	      	      	      	      	8039	066.07058	+18.00292
066.0705833	+18.0029167	  4965	 5.20250174	 	12.000	11.050	 9.990	 9.130	 8.580	 8.200	 7.600	 7.230	      	      	 7.720	8043	066.07058	+18.00292
066.2510000	+16.9848833	  4967	 5.20250175	 	12.270	11.340	10.300	 9.450	 8.910	      	      	      	      	      	      	8039	066.25100	+16.98488
066.4481650	+18.0172722	  4968	 5.20250176	 	10.630	 9.970	 9.030	 8.270	 7.760	      	      	      	      	      	      	8039	066.44816	+18.01727
067.0184825	+13.8679422	  4969	 5.20250178	 	10.410	 9.880	 9.040	 8.370	 7.890	      	      	      	      	      	      	8039	067.01848	+13.86794
067.4905289	+16.6728403	  4970	 5.20250180	 	10.530	 9.970	 9.110	 8.420	 7.980	      	      	      	      	      	      	8039	067.49053	+16.67284
067.3790000	+16.2447222	  4971	 5.20250181	 	12.540	11.460	10.300	 9.310	 8.670	      	      	      	      	      	      	8039	067.37900	+16.24472
067.6453167	+15.7339833	  4972	 5.20250182	 	10.280	 9.790	 8.940	 8.260	 7.770	      	      	      	      	      	      	8039	067.64532	+15.73398
068.6340708	+15.8275556	  4973	 5.20250183	 	11.310	10.630	 9.690	 8.940	 8.470	      	      	      	      	      	      	8039	068.63407	+15.82756
183.7156242	+28.6303692	  4974	 5.21110030	 	10.550	 9.680	 8.630	 7.870	 7.370	      	      	      	      	      	      	8061	183.71562	+28.63037
183.9187833	+27.8966278	  4975	 5.21110032	 	11.670	10.840	 9.810	 9.050	 8.540	      	      	      	      	      	      	8061	183.91878	+27.89663
183.9417492	+26.2956775	  4976	 5.21110033	 	11.340	10.490	 9.460	 8.720	 8.250	      	      	      	      	      	      	8061	183.94175	+26.29568
183.9573917	+28.7986361	  4977	 5.21110034	 	12.580	10.840	 9.340	 7.750	 6.340	      	      	      	      	      	      	8061	183.95739	+28.79864
184.0348964	+25.7603750	  4978	 5.21110036	 	 8.510	 8.550	 8.150	 7.910	 7.650	      	      	      	      	      	      	8001	184.03490	+25.76037
184.0348964	+25.7603750	  4978	 5.21110036	 	 8.520	 8.560	 8.160	 7.830	 7.600	      	      	      	      	      	      	8039	184.03490	+25.76037
184.1480792	+27.6530389	  4980	 5.21110041	 	11.510	10.760	 9.750	 8.960	 8.450	      	      	      	      	      	      	8061	184.14808	+27.65304
184.2957942	+24.6249789	  4981	 5.21110044	 	10.300	 9.410	 8.360	 7.560	 7.050	      	      	      	      	      	      	8061	184.29579	+24.62498
184.4621122	+25.5713439	  4982	 5.21110049	 	 8.310	 8.260	 7.890	 7.700	 7.490	      	      	      	      	      	      	8001	184.46211	+25.57134
