#DM	RA	Dec	U	B1	B	B2	V2	V1	V	G
-29.00092 	5.505	-28.3617	11.118	10.85	9.753	11.046	-99.999	10.659	 9.903	10.924
-39.00079 	5.4925	-38.7117	10.734	10.381	9.24	10.506	-99.999	10.056	 9.299	10.321
          	5.405	-72.4283	16.384	14.645	12.98	13.921	-99.999	12.673	11.857	12.738
+12.00025 	5.59208	13.5047	9.328	8.316	6.861	7.926	-99.999	7.056	 6.260	7.172
-78.00009 	5.36542	-77.4283	9.385	8.305	6.78	7.807	-99.999	6.788	 5.975	6.842
+05.00043 	5.61125	6.67139	14.373	13.488	11.95	12.959	-99.999	12.044	11.191	11.979
+04.00042 	5.61	5.23806	10.634	10.345	9.253	10.545	-99.999	10.046	 9.293	10.31
-42.00091 	5.56208	-41.9453	9.741	9.454	8.46	9.838	-99.999	9.597	 8.864	9.942
-08.26082 	5.48333	-68.495	14.436	13.506	12.019	13.054	-99.999	11.99	11.162	11.976
-27.00101 	5.60583	-27.0286	10.234	9.709	8.455	9.629	-99.999	9.081	 8.310	9.259
-51.00083 	5.57083	-50.9953	9.369	8.491	7.112	8.22	-99.999	7.462	 6.681	7.619
-28.00107 	5.63	-27.5786	12.789	12.514	11.442	12.744	-99.999	12.256	11.515	12.532
-13.00060 	5.695	-12.2119	7.666	7.342	6.236	7.523	-99.999	7.125	 6.382	7.405
          	5.97375	77.1878	14.496	13.577	12.168	13.212	-99.999	12.076	11.279	12.112
-53.00076 	5.68917	-53.2286	10.481	9.864	8.604	9.793	-99.999	9.118	 8.344	9.311
-16.00058 	5.76625	-15.9453	10.644	9.153	7.494	8.458	-99.999	7.245	 6.431	7.292
-00.00054 	5.80625	0.954722	11.906	11.365	10.087	11.253	-99.999	10.68	 9.905	10.853
-53.00077 	5.74042	-52.5119	11.592	11.15	9.93	11.12	-99.999	10.591	 9.831	10.785
-35.00110 	5.79583	-34.5786	11.592	11.347	10.225	11.497	-99.999	11.003	10.250	11.244
          	5.6775	-71.7953	15.898	14.849	13.385	14.474	-99.999	13.505	12.686	13.604
-31.00138 	5.825	-31.0453	6.54	6.322	5.489	7.033	-99.999	7.226	 6.529	7.731
-33.00118 	5.8225	-33.1786	11.261	10.557	9.16	10.242	-99.999	9.559	 8.763	9.63
+44.00076 	5.93167	45.0711	9.746	9.122	7.877	9.055	-99.999	8.381	 7.611	8.593
-27.00103 	5.85542	-26.3619	13.603	13.085	11.77	12.88	-99.999	12.346	11.560	12.503
          	5.90208	-3.76222	13.289	12.527	11.087	12.148	-99.999	11.455	10.651	11.514
+08.00041 	5.93917	9.63778	10.056	9.764	8.695	10.011	-99.999	9.631	 8.877	9.928
-25.00123 	5.90708	-24.6456	10.945	10.793	9.755	11.103	-99.999	10.738	 9.996	11.042
-29.20042 	5.87583	-46.7786	16.131	15.291	13.792	14.896	-99.999	13.773	12.955	13.758
+59.00051 	6.04667	60.4378	7.825	7.541	6.689	8.207	-99.999	8.235	 7.528	8.676
-37.00111 	5.94167	-36.8456	13.613	12.728	11.229	12.246	-99.999	11.414	10.592	11.404
-01.20007 	5.67375	-80.4119	11.801	11.61	10.575	11.925	-99.999	11.553	10.795	11.844
+84.00006 	6.69083	85.6539	11.864	11.455	10.43	11.739	-99.999	11.385	10.647	11.683
+61.00067 	6.10292	61.8208	9.945	9.105	8.207	9.67	-99.999	9.502	 8.779	9.882
+51.00062 	6.07208	52.0211	5.184	5.285	4.48	6.045	-99.999	6.257	 5.570	6.78
-63.00035 	5.90583	-62.4122	9.337	8.881	7.691	8.92	-99.999	8.351	 7.593	8.587
          	5.86583	-72.3956	16.649	14.902	13.326	14.373	-99.999	12.923	12.118	13.054
-38.00105 	6.01542	-37.4122	8.101	7.99	7.179	8.755	-99.999	8.974	 8.283	9.492
-17.20039 	5.97667	-56.3289	14.36	13.694	12.319	13.427	-99.999	12.776	11.985	12.852
          	6.07833	-2.54556	15.989	14.933	13.468	14.495	-99.999	13.533	12.713	13.532
+61.00069 	6.20458	61.8375	5.748	5.283	4.429	5.962	-99.999	6.084	 5.380	6.566
          	6.09417	-12.2789	15.585	14.637	13.215	14.222	-99.999	13.073	12.273	13.107
-25.00126 	6.08083	-24.8456	11.521	10.979	9.706	10.865	-99.999	10.311	 9.534	10.484
+30.00055 	6.16292	31.3708	6.763	6.57	5.729	7.258	-99.999	7.457	 6.757	7.947
-03.00049 	6.12833	-2.22889	9.092	8.103	6.666	7.737	-99.999	6.877	 6.085	7.009
-27.00108 	6.10333	-27.0456	9.947	9.408	8.124	9.261	-99.999	8.675	 7.903	8.822
-59.00031 	6.0425	-58.8289	10.025	9.855	8.813	10.157	-99.999	9.792	 9.054	10.098
          	5.96875	-71.7956	15.953	14.659	13.074	14.081	-99.999	12.983	12.150	13.02
-72.00035 	6.01417	-72.0956	8.11	7.671	6.485	7.718	-99.999	7.096	 6.326	7.295
+52.00061 	6.2775	53.0542	5.755	5.524	4.686	6.217	-99.999	6.4	 5.707	6.903
-51.00095 	6.16333	-51.0456	7.891	7.627	6.567	7.893	-99.999	7.547	 6.804	7.853
-05.00060 	6.25125	-4.5125	9.407	8.715	7.793	9.262	-99.999	9.331	 8.634	9.796
-54.00091 	6.18083	-53.9792	8.483	8.222	7.127	8.418	-99.999	8.022	 7.276	8.311
+71.00016 	6.44708	71.8039	6.314	6.737	5.934	7.513	-99.999	7.59	 6.895	8.068
-42.00107 	6.23167	-41.8958	9.379	8.885	7.692	8.908	-99.999	8.362	 7.604	8.602
-31.00154 	6.27292	-30.6958	8.74	8.438	7.355	8.653	-99.999	8.299	 7.560	8.603
-52.00037 	6.26125	-51.4625	9.747	9.469	8.408	9.727	-99.999	9.412	 8.676	9.735
+01.00057 	6.3575	1.9375	7.641	7.099	5.887	7.091	-99.999	6.527	 5.769	6.779
+61.00074 	6.48792	62.5539	9.509	9.815	8.959	10.437	-99.999	10.248	 9.547	10.634
-35.00125 	6.34167	-34.8458	9.72	9.521	8.508	9.868	-99.999	9.574	 8.840	9.904
-16.00065 	6.38958	-16.1292	10.104	9.814	8.732	10.042	-99.999	9.635	 8.888	9.928
-77.00016 	6.15792	-77.2625	3.97	3.678	2.606	3.938	-99.999	3.571	 2.822	3.881
-04.00044 	6.42708	-3.7125	10.391	10.12	9.119	10.492	-99.999	10.235	 9.502	10.58
+79.00010 	6.7775	80.0536	6.508	6.295	5.467	7.004	-99.999	7.214	 6.529	7.742
+19.00064 	6.50125	20.1706	7.078	6.517	5.661	7.188	-99.999	7.351	 6.660	7.852
-34.00133 	6.44292	-33.5625	13.174	12.407	11.027	12.114	-99.999	11.46	10.674	11.559
-51.00101 	6.41083	-50.8458	9.133	8.832	7.857	9.253	-99.999	9.078	 8.354	9.446
+62.00079 	6.61958	63.4372	9.391	9.641	8.753	10.237	-99.999	9.943	 9.227	10.311
-38.00117 	6.48625	-37.7794	15.361	14.387	12.923	13.924	-99.999	12.912	12.085	12.866
          	6.71458	70.1536	13.812	12.824	11.393	12.44	-99.999	11.356	10.528	11.356
+03.00046 	6.55958	3.82056	6.525	6.578	5.771	7.343	-99.999	7.572	 6.887	8.101
          	6.37542	-72.3125	15.931	14.785	13.306	14.383	-99.999	13.436	12.653	13.535
-22.00069 	6.55792	-21.5461	10.593	10.351	9.329	10.682	-99.999	10.4	 9.675	10.734
-42.00116 	6.55292	-42.2961	4.904	4.145	2.81	3.938	-99.999	3.178	 2.395	3.354
-44.00101 	6.55042	-43.6794	4.703	4.126	3.183	4.626	-99.999	4.642	 3.933	5.086
-52.00039 	6.5325	-51.6461	10.034	9.605	8.652	10.075	-99.999	9.967	 9.246	10.355
-19.00058 	6.61083	-18.6961	10.624	9.025	7.37	8.335	-99.999	7.067	 6.255	7.142
-00.00063 	6.65667	1.15389	8.126	7.59	6.376	7.585	-99.999	6.966	 6.202	7.198
          	6.83	64.7036	12.522	12.42	11.43	12.812	-99.999	12.083	11.327	12.313
+49.00091 	6.80083	49.9869	7.23	6.749	5.883	7.397	-99.999	7.51	 6.816	7.991
+49.00091 	6.80083	49.9869	7.338	6.841	5.993	7.519	-99.999	7.68	 6.981	8.166
          	6.80083	49.9869	9.974	9.622	8.618	9.96	-99.999	9.702	 8.958	10.034
-33.00143 	6.69333	-32.3294	14.129	13.611	12.307	13.479	-99.999	12.826	12.022	12.907
-41.00102 	6.75458	-40.4964	10.834	10.228	9.326	10.799	-99.999	10.916	10.224	11.409
          	6.62333	-71.8128	16.049	14.687	13.1	14.12	-99.999	13.023	12.200	13.08
          	6.62333	-71.8461	16.157	14.801	13.275	14.268	-99.999	13.29	12.477	13.367
-26.00138 	6.82667	-25.5464	8.394	7.641	6.322	7.457	-99.999	6.758	 5.982	6.96
+04.00059 	6.91083	4.83694	12.569	12.071	10.818	11.997	-99.999	11.449	10.677	11.625
-70.00019 	6.73625	-70.2464	12.491	11.884	10.547	11.684	-99.999	11.081	10.295	11.214
-17.00061 	6.9125	-16.4131	8.029	7.79	6.784	8.16	-99.999	7.912	 7.174	8.247
          	6.94875	-6.46306	14.465	13.655	12.199	13.244	-99.999	12.382	11.581	12.407
-33.00151 	6.91667	-32.3797	10.404	10.105	8.971	10.238	-99.999	9.771	 9.015	10.021
-30.00127 	6.94583	-29.5131	11.569	11.044	10.141	11.63	-99.999	11.796	11.101	12.281
-77.00019 	6.72792	-76.3297	13.126	11.592	9.925	10.893	-99.999	9.716	 8.889	9.73
+43.00092 	7.06583	44.4033	5.704	5.155	4.27	5.759	-99.999	5.885	 5.175	6.369
-73.00028 	6.80792	-72.6631	12.092	11.904	10.946	12.34	-99.999	12.061	11.340	12.395
-74.00038 	6.79875	-73.3797	11.303	11.079	10.067	11.431	-99.999	11.145	10.408	11.463
-00.00064 	7.03167	1.12	11.534	11.131	9.99	11.246	-99.999	10.793	10.041	11.06
-33.00152 	6.99042	-33.0131	9.227	7.625	5.995	6.976	-99.999	5.665	 4.856	5.767
+84.00007 	7.77208	85.0361	11.246	10.659	9.683	11.071	-99.999	10.932	10.209	11.303
+31.00059 	7.12042	32.4367	7.501	6.946	6.03	7.483	-99.999	7.603	 6.893	8.023
+09.00047 	7.09167	10.2033	6.864	6.593	5.601	7.002	-99.999	6.773	 6.045	7.126
-21.00057 	7.10708	-20.33	7.488	7.249	6.179	7.506	-99.999	7.149	 6.409	7.466
-17.00063 	7.13708	-16.2133	12.323	11.502	10.058	11.109	-99.999	10.398	 9.600	10.457
-40.00093 	7.1025	-39.9133	9.596	8.115	6.433	7.385	-99.999	6.225	 5.407	6.249
-60.00037 	7.04917	-59.33	10.766	10.413	9.386	10.732	-99.999	10.455	 9.717	10.789
          	6.96167	-71.9633	15.823	14.721	13.3	14.408	-99.999	13.576	12.788	13.753
          	7.17333	-6.64667	15.67	14.472	13.127	14.241	-99.999	12.95	12.148	13.112
-28.00138 	7.14625	-28.28	13.314	12.18	10.674	11.701	-99.999	10.838	10.041	10.962
+58.00060 	7.31333	59.4697	10.083	9.488	8.273	9.468	-99.999	8.794	 8.026	9.01
-02.00059 	7.25375	-1.53028	11.242	10.978	9.905	11.227	-99.999	10.862	10.116	11.164
-51.00113 	7.1775	-50.53	8.875	8.044	6.682	7.793	-99.999	7.041	 6.267	7.214
-45.00140 	7.21708	-44.6133	9.364	9.076	8.079	9.459	-99.999	9.228	 8.494	9.572
+28.00072 	7.34125	28.8197	11.217	9.86	8.257	9.236	-99.999	8.16	 7.337	8.2
-28.00141 	7.27208	-27.3969	11.069	10.596	9.37	10.564	-99.999	10.025	 9.255	10.229
-50.00096 	7.22833	-50.0467	10.635	10.02	9.074	10.508	-99.999	10.517	 9.809	10.953
          	7.44417	60.3031	12.751	12.464	11.553	12.997	-99.999	12.747	12.021	13.089
-06.00079 	7.32375	-5.89694	8.952	8.651	7.57	8.884	-99.999	8.531	 7.788	8.836
          	7.46917	60.2028	12.513	12.214	11.294	12.737	-99.999	12.444	11.715	12.771
-03.00056 	7.35292	-2.34694	11.513	11.424	10.394	11.734	-99.999	11.39	10.659	11.698
-25.00162 	7.32542	-24.9303	10.385	10.05	8.935	10.215	-99.999	9.805	 9.058	10.092
-51.00116 	7.27625	-50.6136	10.002	9.582	8.419	9.658	-99.999	9.21	 8.454	9.47
+59.00065 	7.49458	60.2194	11.468	10.434	9.244	10.459	-99.999	9.618	 8.828	9.75
-11.00079 	7.36792	-11.0136	11.073	10.63	9.419	10.622	-99.999	10.097	 9.335	10.294
-46.00127 	7.31375	-45.6803	9.475	9.017	8.084	9.522	-99.999	9.438	 8.722	9.847
          	7.17542	-72.3133	15.164	14.454	13.141	14.26	-99.999	13.631	12.856	13.807
+76.00010 	7.69	77.0194	8.068	7.54	6.319	7.536	-99.999	6.97	 6.195	7.193
          	7.52	60.2028	11.786	11.502	10.611	12.069	-99.999	11.838	11.116	12.198
+59.00067 	7.52	60.1528	11.279	10.159	9.054	10.334	-99.999	9.632	 8.856	9.795
+59.00067 	7.545	60.1361	11.286	10.178	9.066	10.353	-99.999	9.65	 8.867	9.807
-33.00163 	7.38833	-32.5803	8.41	8.166	7.182	8.573	-99.999	8.329	 7.604	8.673
+55.00089 	7.55458	56.2528	10.837	10.128	9.192	10.615	-99.999	10.585	 9.874	11.012
          	7.45667	1.01972	14.773	14.133	12.739	13.816	-99.999	13.174	12.377	13.241
          	7.59625	60.1694	11.711	11.328	10.426	11.884	-99.999	11.621	10.882	11.956
+59.00068 	7.59542	59.9694	6.006	5.812	4.977	6.514	-99.999	6.629	 5.929	7.098
+28.00075 	7.51833	29.7528	6.127	5.54	4.588	6.008	-99.999	5.938	 5.217	6.339
-13.00084 	7.46583	-12.4803	12.593	11.976	10.687	11.842	-99.999	11.254	10.478	11.43
          	7.62208	60.2361	12.352	12.115	11.2	12.639	-99.999	12.42	11.694	12.795
          	7.62167	60.2194	12.708	12.297	11.352	12.776	-99.999	12.492	11.767	12.8
+57.00093 	7.61292	58.1861	12.232	11.3	9.959	11.082	-99.999	10.215	 9.421	10.348
-04.00054 	7.50083	-3.96389	9.935	8.437	6.759	7.718	-99.999	6.553	 5.732	6.586
-06.00082 	7.49875	-5.76389	11.369	10.827	9.572	10.749	-99.999	10.202	 9.427	10.398
-32.00154 	7.46375	-32.1136	10.112	8.896	7.338	8.347	-99.999	7.377	 6.571	7.454
          	7.64792	60.3194	11.834	11.953	11.069	12.555	-99.999	12.382	11.662	12.749
+61.00101 	7.68333	62.3528	6.971	7.219	6.417	7.959	-99.999	8.08	 7.384	8.566
+06.00058 	7.56417	7.18611	13.186	12.465	11.057	12.144	-99.999	11.466	10.678	11.551
+56.00070 	7.68458	57.0861	9.106	8.735	7.698	9.016	-99.999	8.485	 7.733	8.743
+31.00066 	7.62292	32.1861	8.627	8.201	7.203	8.58	-99.999	8.353	 7.615	8.701
-19.00067 	7.55708	-19.1806	9.559	9.33	8.276	9.601	-99.999	9.229	 8.488	9.522
-73.00032 	7.365	-72.6636	11.976	11.78	10.766	12.112	-99.999	11.767	11.034	12.075
          	7.72333	60.2192	12.438	12.143	11.233	12.692	-99.999	12.432	11.743	12.813
          	7.72333	60.1858	13.246	12.737	11.839	13.332	-99.999	13.137	12.426	13.543
          	7.6125	6.00278	12.101	11.888	10.907	12.307	-99.999	12.043	11.308	12.376
-16.00081 	7.61125	-15.9139	8.991	8.773	7.765	9.139	-99.999	8.873	 8.140	9.21
-24.00179 	7.60042	-23.7972	5.908	5.275	4.346	5.805	-99.999	5.858	 5.152	6.322
          	7.6325	-18.5806	13.192	12.642	11.361	12.541	-99.999	11.973	11.198	12.156
-29.20034 	7.58458	-46.1806	16.732	15.615	14.348	15.454	-99.999	14.13	13.296	14.19
+61.00105 	7.81125	62.4358	9.137	9.485	8.633	10.145	-99.999	9.985	 9.277	10.393
-10.00087 	7.66917	-9.39722	10.774	10.179	9.231	10.673	-99.999	10.686	 9.981	11.14
-19.00068 	7.6575	-18.6139	8.496	8.209	7.188	8.549	-99.999	8.271	 7.539	8.599
-40.00103 	7.62417	-39.5139	9.38	8.462	7.073	8.172	-99.999	7.374	 6.590	7.53
-41.00116 	7.62125	-40.9472	7.18	6.57	5.596	7.001	-99.999	6.892	 6.172	7.276
-48.00102 	7.60417	-48.2139	6.549	6.099	5.124	6.526	-99.999	6.387	 5.664	6.765
-76.00052 	7.41167	-75.7639	12.521	11.974	10.667	11.831	-99.999	11.238	10.471	11.396
+59.00070 	7.85083	60.2525	13.183	11.649	10.008	10.984	-99.999	9.587	 8.745	9.538
+43.00097 	7.79667	43.9525	6.758	6.53	5.705	7.257	-99.999	7.44	 6.745	7.951
+59.00073 	7.90167	60.2525	13.394	11.784	10.093	11.035	-99.999	9.466	 8.611	9.383
-32.00163 	7.73792	-31.6308	10.43	10.27	9.262	10.624	-99.999	10.307	 9.572	10.63
+84.00008 	8.60792	85.0519	10.869	10.155	9.214	10.629	-99.999	10.536	 9.821	10.941
+69.00023 	8.0275	70.5022	11.318	10.938	9.778	11.011	-99.999	10.543	 9.784	10.802
          	8.0275	70.5022	13.89	13.147	11.733	12.804	-99.999	12.128	11.329	12.216
+66.00034 	7.99667	67.2356	13.671	12.675	11.259	12.303	-99.999	11.092	10.284	11.13
+53.00082 	7.92833	54.5356	4.695	4.481	3.649	5.202	-99.999	5.418	 4.721	5.933
+52.00092 	7.9225	52.8356	8.482	7.536	6.126	7.207	-99.999	6.404	 5.614	6.547
-17.00070 	7.83458	-16.7975	9.952	9.453	8.414	9.747	-99.999	9.225	 8.475	9.476
-36.00166 	7.80583	-35.4808	11.751	10.951	10.069	11.571	-99.999	11.682	10.978	12.162
-42.00153 	7.8175	-41.8642	10.848	10.48	9.295	10.516	-99.999	10.019	 9.258	10.249
-49.00115 	7.84958	-48.8142	5.285	4.687	3.797	5.291	-99.999	5.428	 4.736	5.929
+42.00096 	8.02333	43.7189	9.94	9.279	8.357	9.791	-99.999	9.864	 9.157	10.291
+29.00095 	8.0225	30.5356	12.936	12.297	10.909	11.964	-99.999	11.09	10.308	11.261
-06.00086 	7.97375	-5.26444	10.966	10.148	9.242	10.701	-99.999	10.689	 9.978	11.14
-28.00148 	7.94292	-27.8308	11.034	10.718	9.576	10.835	-99.999	10.354	 9.599	10.588
-53.00105 	7.91042	-53.1142	8.449	7.816	6.931	8.426	-99.999	8.563	 7.869	9.049
-05.00077 	8.02417	-5.18111	10.271	9.852	8.635	9.838	-99.999	9.304	 8.537	9.507
-45.00153 	7.95917	-44.9311	11.286	10.934	9.794	11.048	-99.999	10.603	 9.846	10.855
-63.00050 	7.89	-62.9642	4.542	4.157	3.305	4.829	-99.999	5.023	 4.332	5.536
-63.00050 	7.89	-62.9642	5.137	4.649	3.721	5.178	-99.999	5.217	 4.511	5.657
+42.00099 	8.12375	43.5022	6.928	6.592	5.723	7.249	-99.999	7.398	 6.700	7.893
+53.00090 	8.18	54.1186	10.03	9.002	7.565	8.636	-99.999	7.749	 6.932	7.843
+70.00024 	8.31542	70.9853	6.886	6.321	5.457	6.961	-99.999	7.11	 6.417	7.605
+19.00079 	8.13208	20.3022	7.959	7.139	5.799	6.915	-99.999	6.183	 5.403	6.366
+62.00102 	8.2725	62.9353	3.766	4.164	3.342	4.906	-99.999	4.877	 4.167	5.323
+26.00076 	8.16833	27.5686	7.483	6.723	5.819	7.287	-99.999	7.374	 6.674	7.847
+22.00079 	8.16167	23.1853	8.87	8.271	7.053	8.265	-99.999	7.643	 6.862	7.859
+61.00113 	8.29542	62.5353	9.946	9.289	8.344	9.79	-99.999	9.37	 8.606	9.659
+35.00090 	8.20792	35.8519	8.164	7.81	6.956	8.479	-99.999	8.634	 7.934	9.127
          	8.1375	-13.9978	13.269	12.96	11.796	13.031	-99.999	12.527	11.769	12.765
-47.00144 	8.10208	-47.0478	10.826	10.52	9.553	10.937	-99.999	10.759	10.031	11.121
-63.00051 	8.03667	-63.0811	12.869	11.934	10.42	11.439	-99.999	10.471	 9.641	10.439
          	8.27167	42.0019	14.006	13.093	11.635	12.669	-99.999	11.755	10.929	11.739
          	8.19542	-7.83139	13.474	13.259	12.139	13.424	-99.999	12.969	12.202	13.213
-14.00083 	8.18792	-13.4814	9.041	8.466	7.571	9.058	-99.999	9.203	 8.500	9.663
-61.00027 	8.07417	-60.8478	10.255	9.545	8.621	10.07	-99.999	10.118	 9.415	10.574
-14.00084 	8.21333	-13.2481	10.062	9.721	8.613	9.899	-99.999	9.499	 8.753	9.788
-63.00052 	8.18417	-63.0314	5.607	5.044	4.145	5.626	-99.999	5.749	 5.052	6.243
-17.00074 	8.35833	-16.4481	13.482	12.877	11.569	12.701	-99.999	12.118	11.344	12.281
+65.00070 	8.60625	66.7514	6.523	6.294	5.451	6.985	-99.999	7.168	 6.473	7.673
-30.00156 	8.4125	-29.565	8.672	7.65	6.177	7.238	-99.999	6.342	 5.540	6.462
-53.00112 	8.35417	-53.1981	9.437	9.316	8.487	10.046	-99.999	10.268	 9.580	10.782
+84.00010 	9.36667	85.1011	10.142	9.484	8.229	9.403	-99.999	8.746	 7.968	8.945
-28.00154 	8.44083	-27.5983	11.472	11.161	10.032	11.318	-99.999	10.874	10.122	11.145
-35.00170 	8.4275	-34.9817	7.559	7.266	6.192	7.509	-99.999	7.146	 6.404	7.449
+56.00084 	8.625	57.5181	11.234	10.242	9.045	10.267	-99.999	9.527	 8.741	9.681
+47.00138 	8.59	47.9181	8.366	8.12	7.093	8.429	-99.999	8.123	 7.382	8.444
-40.00123 	8.44167	-39.9317	7.721	7.266	6.404	7.92	-99.999	8.092	 7.405	8.594
-62.00045 	8.3875	-61.8817	10.918	10.348	9.411	10.842	-99.999	10.822	10.107	11.244
-71.00020 	8.35375	-71.265	7.083	6.405	5.446	6.869	-99.999	6.823	 6.106	7.228
-36.00189 	8.54875	-36.265	10.775	10.612	9.596	10.953	-99.999	10.624	 9.884	10.941
          	8.65208	-2.41528	15.285	14.319	12.875	13.894	-99.999	12.757	11.956	12.783
+58.00077 	8.81167	59.3011	11.405	10.294	9.232	10.544	-99.999	9.905	 9.129	10.092
+67.00056 	8.89833	67.9344	12.097	10.355	8.62	9.573	-99.999	7.853	 6.978	7.745
-53.00117 	8.60417	-52.3819	6.422	6.162	5.16	6.527	-99.999	6.279	 5.550	6.625
+12.00057 	8.74917	13.3847	9.167	8.269	6.875	7.967	-99.999	7.183	 6.399	7.333
-38.00173 	8.67042	-37.4319	12.798	12.726	11.787	13.179	-99.999	12.931	12.174	13.23
-54.00133 	8.62417	-53.5486	13.359	12.844	11.625	12.804	-99.999	12.235	11.463	12.439
-63.00056 	8.57625	-63.0653	8.837	8.957	8.152	9.729	-99.999	9.982	 9.297	10.518
-25.00205 	8.71958	-24.4319	10.397	10.189	9.218	10.609	-99.999	10.393	 9.670	10.748
-04.00062 	8.80042	-3.59889	6.24	5.976	4.927	6.263	-99.999	5.948	 5.200	6.268
+48.00177 	8.94708	49.0344	7.786	7.727	6.79	8.206	-99.999	7.728	 6.953	7.897
+33.00075 	8.91	34.4511	8.975	8.433	7.47	8.866	-99.999	8.795	 8.071	9.196
-07.00085 	8.84667	-6.38222	10.629	9.928	8.989	10.425	-99.999	10.444	 9.737	10.889
-62.00047 	8.70625	-61.9153	12.081	11.377	9.998	11.086	-99.999	10.34	 9.534	10.404
-64.00051 	8.69458	-63.6819	10.357	9.904	8.666	9.862	-99.999	9.316	 8.550	9.507
-01.00068 	8.87958	0.515556	6.82	6.51	5.514	6.899	-99.999	6.663	 5.933	7.022
+53.00102 	9.01625	54.1842	4.951	4.784	3.96	5.517	-99.999	5.739	 5.045	6.258
-39.00138 	8.84042	-39.0822	11.061	10.772	9.667	10.966	-99.999	10.571	 9.822	10.857
+20.00070 	8.9625	21.7678	11.584	10.421	8.915	9.943	-99.999	8.959	 8.171	9.05
-07.00086 	8.92083	-6.69889	12.063	11.81	10.713	11.998	-99.999	11.545	10.798	11.82
          	8.91625	-10.0656	15.385	14.189	12.8	13.857	-99.999	12.662	11.847	12.704
-15.00105 	8.90917	-14.7322	9.322	8.674	7.754	9.218	-99.999	9.297	 8.595	9.768
+47.00145 	9.04667	48.5508	7.12	7.265	6.445	8.005	-99.999	8.185	 7.493	8.685
+12.00059 	8.97417	13.2178	7.242	6.976	5.966	7.334	-99.999	7.042	 6.317	7.382
+59.00084 	9.12208	60.3342	7.252	6.083	5.171	6.629	-99.999	6.518	 5.789	6.906
-40.00135 	8.91333	-39.7322	8.826	8.515	7.382	8.637	-99.999	8.194	 7.445	8.46
-06.00096 	8.9975	-5.56583	7.57	7.311	6.306	7.669	-99.999	7.435	 6.703	7.78
-10.00109 	8.99208	-9.49917	14.413	13.481	12.015	13.031	-99.999	12.043	11.205	12.003
-48.00121 	8.91542	-47.9989	6.387	6.077	5.075	6.446	-99.999	6.224	 5.495	6.575
-55.00117 	8.89042	-54.8322	8.324	7.627	6.344	7.505	-99.999	6.823	 6.051	7.015
+26.00091 	9.0975	27.2508	6.383	6.274	5.439	6.991	-99.999	7.187	 6.497	7.689
          	9.04292	-8.66583	13.29	13.063	11.978	13.25	-99.999	12.86	12.106	13.112
-15.00109 	9.03375	-14.9825	8.914	8.148	6.821	7.948	-99.999	7.22	 6.442	7.4
-23.00220 	9.02125	-22.8492	6.907	6.405	5.435	6.837	-99.999	6.755	 6.041	7.156
+43.00113 	9.18583	44.5006	9.411	7.924	6.245	7.214	-99.999	6.003	 5.170	6.016
          	9.09583	-6.6325	13.616	12.933	11.618	12.771	-99.999	12.143	11.387	12.297
-49.00138 	9.01083	-49.1325	9.948	9.544	8.365	9.599	-99.999	9.129	 8.376	9.388
+53.00105 	9.24333	53.9006	2.878	3.246	2.457	4.074	-99.999	4.346	 3.653	4.891
-38.00185 	9.06542	-38.2992	9.547	9.265	8.185	9.491	-99.999	9.11	 8.367	9.405
+72.00035 	9.42333	72.9006	6.591	6.801	5.977	7.528	-99.999	7.636	 6.932	8.126
+32.00101 	9.21042	33.7172	3.979	4.037	3.22	4.803	-99.999	5.029	 4.335	5.558
          	9.21042	33.7172	9.303	8.777	7.84	9.256	-99.999	9.261	 8.548	9.697
-26.00179 	9.11583	-25.6658	11.107	10.796	9.83	11.241	-99.999	11.065	10.332	11.422
+14.00076 	9.20292	15.2339	5.312	5.518	4.715	6.297	-99.999	6.537	 5.859	7.076
-25.00222 	9.1925	-24.4828	9.325	9.062	7.985	9.296	-99.999	8.906	 8.163	9.208
-49.00141 	9.13417	-49.1325	7.965	7.669	6.586	7.892	-99.999	7.521	 6.779	7.82
-06.00101 	9.24667	-6.09944	9.452	9.192	8.157	9.508	-99.999	9.182	 8.447	9.502
+34.00086 	9.34	35.4006	7.39	6.8	5.609	6.827	-99.999	6.222	 5.453	6.454
-17.20063 	9.145	-58.3158	12.205	11.627	10.327	11.474	-99.999	10.89	10.114	11.043
+39.00138 	9.37667	40.3336	7.434	6.79	5.906	7.403	-99.999	7.541	 6.839	8.032
-20.00095 	9.30083	-19.4494	12.402	12.029	10.873	12.129	-99.999	11.64	10.883	11.888
-25.00225 	9.29167	-24.7661	6.913	6.616	5.492	6.763	-99.999	6.315	 5.565	6.587
-65.00058 	9.14875	-65.1328	9.628	8.55	7.061	8.105	-99.999	7.215	 6.422	7.334
+21.00074 	9.38917	21.9003	10.033	9.464	8.465	9.827	-99.999	9.674	 8.947	10.032
+46.00125 	9.4725	47.4003	8.301	8.117	7.132	8.512	-99.999	8.256	 7.520	8.595
+02.00080 	9.385	3.13361	9.914	8.706	7.175	8.2	-99.999	7.235	 6.428	7.307
-37.00205 	9.31583	-37.2994	8.308	8.013	6.908	8.2	-99.999	7.726	 6.975	7.999
+50.00112 	9.53708	51.4669	9.093	8.86	7.998	9.506	-99.999	9.75	 9.036	10.162
          	9.41625	-9.43306	13.197	12.777	11.574	12.795	-99.999	12.254	11.514	12.476
